yourlist:M20211026F248CABF64506F29A91F8037F07B67D12525920	Entry	Entry name	Status	Protein names	Gene names	Organism	Length
55670	Q7Z412	PEX26_HUMAN	reviewed	Peroxisome assembly protein 26 (Peroxin-26)	PEX26	Homo sapiens (Human)	305
55687	O75648	MTU1_HUMAN	reviewed	Mitochondrial tRNA-specific 2-thiouridylase 1 (EC 2.8.1.14) (MTO2 homolog)	TRMU MTU1 TRMT1	Homo sapiens (Human)	421
5573	P10644	KAP0_HUMAN	reviewed	cAMP-dependent protein kinase type I-alpha regulatory subunit (Tissue-specific extinguisher 1) (TSE1)	PRKAR1A PKR1 PRKAR1 TSE1	Homo sapiens (Human)	381
55750	Q53H12	AGK_HUMAN	reviewed	Acylglycerol kinase, mitochondrial (hAGK) (EC 2.7.1.107) (EC 2.7.1.138) (EC 2.7.1.94) (Multiple substrate lipid kinase) (HsMuLK) (MuLK) (Multi-substrate lipid kinase)	AGK MULK	Homo sapiens (Human)	422
55755	Q96SN8	CK5P2_HUMAN	reviewed	CDK5 regulatory subunit-associated protein 2 (CDK5 activator-binding protein C48) (Centrosome-associated protein 215)	CDK5RAP2 CEP215 KIAA1633	Homo sapiens (Human)	1893
55768	Q96IV0	NGLY1_HUMAN	reviewed	Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase (PNGase) (hPNGase) (EC 3.5.1.52) (N-glycanase 1) (Peptide:N-glycanase)	NGLY1 PNG1	Homo sapiens (Human)	654
55775	Q9NUW8	TYDP1_HUMAN	reviewed	Tyrosyl-DNA phosphodiesterase 1 (Tyr-DNA phosphodiesterase 1) (EC 3.1.4.-)	TDP1	Homo sapiens (Human)	608
55777	Q9P267	MBD5_HUMAN	reviewed	Methyl-CpG-binding domain protein 5 (Methyl-CpG-binding protein MBD5)	MBD5 KIAA1461	Homo sapiens (Human)	1494
55780	Q5T6L9	EMARD_HUMAN	reviewed	Endoplasmic reticulum membrane-associated RNA degradation protein (ER membrane-associated RNA degradation protein)	ERMARD C6orf70	Homo sapiens (Human)	678
55812	Q9P0W8	SPAT7_HUMAN	reviewed	Spermatogenesis-associated protein 7 (HSD-3.1) (Spermatogenesis-associated protein HSD3)	SPATA7 HSD3	Homo sapiens (Human)	599
55835	Q9HC77	CENPJ_HUMAN	reviewed	Centromere protein J (CENP-J) (Centrosomal P4.1-associated protein) (LAG-3-associated protein) (LYST-interacting protein 1)	CENPJ CPAP LAP LIP1	Homo sapiens (Human)	1338
55869	Q9BY41	HDAC8_HUMAN	reviewed	Histone deacetylase 8 (HD8) (EC 3.5.1.98)	HDAC8 HDACL1 CDA07	Homo sapiens (Human)	377
55870	Q9NR48	ASH1L_HUMAN	reviewed	Histone-lysine N-methyltransferase ASH1L (EC 2.1.1.359) (EC 2.1.1.367) (ASH1-like protein) (huASH1) (Absent small and homeotic disks protein 1 homolog) (Lysine N-methyltransferase 2H)	ASH1L KIAA1420 KMT2H	Homo sapiens (Human)	2969
55906	Q9NQZ6	ZC4H2_HUMAN	reviewed	Zinc finger C4H2 domain-containing protein (Hepatocellular carcinoma-associated antigen 127)	ZC4H2 HCA127 KIAA1166	Homo sapiens (Human)	224
5594	P28482	MK01_HUMAN	reviewed	Mitogen-activated protein kinase 1 (MAP kinase 1) (MAPK 1) (EC 2.7.11.24) (ERT1) (Extracellular signal-regulated kinase 2) (ERK-2) (MAP kinase isoform p42) (p42-MAPK) (Mitogen-activated protein kinase 2) (MAP kinase 2) (MAPK 2)	MAPK1 ERK2 PRKM1 PRKM2	Homo sapiens (Human)	360
55998	Q9H1B4	NXF5_HUMAN	reviewed	Nuclear RNA export factor 5 (TAP-like protein 1) (TAPL-1)	NXF5 TAPL1	Homo sapiens (Human)	397
5604	Q02750	MP2K1_HUMAN	reviewed	Dual specificity mitogen-activated protein kinase kinase 1 (MAP kinase kinase 1) (MAPKK 1) (MKK1) (EC 2.7.12.2) (ERK activator kinase 1) (MAPK/ERK kinase 1) (MEK 1)	MAP2K1 MEK1 PRKMK1	Homo sapiens (Human)	393
5605	P36507	MP2K2_HUMAN	reviewed	Dual specificity mitogen-activated protein kinase kinase 2 (MAP kinase kinase 2) (MAPKK 2) (EC 2.7.12.2) (ERK activator kinase 2) (MAPK/ERK kinase 2) (MEK 2)	MAP2K2 MEK2 MKK2 PRKMK2	Homo sapiens (Human)	400
56052	Q9BT22	ALG1_HUMAN	reviewed	Chitobiosyldiphosphodolichol beta-mannosyltransferase (EC 2.4.1.142) (Asparagine-linked glycosylation protein 1 homolog) (Beta-1,4-mannosyltransferase) (GDP-Man:GlcNAc2-PP-dolichol mannosyltransferase) (GDP-mannose-dolichol diphosphochitobiose mannosyltransferase) (Mannosyltransferase-1) (MT-1) (hMat-1)	ALG1 HMAT1 HMT1 PSEC0061 UNQ861/PRO1870	Homo sapiens (Human)	464
5626	O75360	PROP1_HUMAN	reviewed	Homeobox protein prophet of Pit-1 (PROP-1) (Pituitary-specific homeodomain factor)	PROP1	Homo sapiens (Human)	226
5644	P07477	TRY1_HUMAN	reviewed	Trypsin-1 (EC 3.4.21.4) (Beta-trypsin) (Cationic trypsinogen) (Serine protease 1) (Trypsin I) [Cleaved into: Alpha-trypsin chain 1; Alpha-trypsin chain 2]	PRSS1 TRP1 TRY1 TRYP1	Homo sapiens (Human)	247
5649	P78509	RELN_HUMAN	reviewed	Reelin (EC 3.4.21.-)	RELN	Homo sapiens (Human)	3460
56623	Q9NRR6	INP5E_HUMAN	reviewed	Phosphatidylinositol polyphosphate 5-phosphatase type IV (72 kDa inositol polyphosphate 5-phosphatase) (Inositol polyphosphate-5-phosphatase E) (Phosphatidylinositol 4,5-bisphosphate 5-phosphatase) (EC 3.1.3.36) (Phosphatidylinositol-3,4,5-trisphosphate 5-phosphatase) (EC 3.1.3.86)	INPP5E	Homo sapiens (Human)	644
567	P61769	B2MG_HUMAN	reviewed	Beta-2-microglobulin [Cleaved into: Beta-2-microglobulin form pI 5.3]	B2M CDABP0092 HDCMA22P	Homo sapiens (Human)	119
56922	Q96RQ3	MCCA_HUMAN	reviewed	Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial (MCCase subunit alpha) (EC 6.4.1.4) (3-methylcrotonyl-CoA carboxylase 1) (3-methylcrotonyl-CoA carboxylase biotin-containing subunit) (3-methylcrotonyl-CoA:carbon dioxide ligase subunit alpha)	MCCC1 MCCA	Homo sapiens (Human)	725
56975	Q8IXL6	FA20C_HUMAN	reviewed	Extracellular serine/threonine protein kinase FAM20C (EC 2.7.11.1) (Dentin matrix protein 4) (DMP-4) (Golgi casein kinase) (Golgi-enriched fraction casein kinase) (GEF-CK)	FAM20C DMP4	Homo sapiens (Human)	584
57007	P25106	ACKR3_HUMAN	reviewed	Atypical chemokine receptor 3 (C-X-C chemokine receptor type 7) (CXC-R7) (CXCR-7) (Chemokine orphan receptor 1) (G-protein coupled receptor 159) (G-protein coupled receptor RDC1 homolog) (RDC-1)	ACKR3 CMKOR1 CXCR7 GPR159 RDC1	Homo sapiens (Human)	362
57010	P57796	CABP4_HUMAN	reviewed	Calcium-binding protein 4 (CaBP4)	CABP4	Homo sapiens (Human)	275
57038	Q5T160	SYRM_HUMAN	reviewed	Probable arginine--tRNA ligase, mitochondrial (EC 6.1.1.19) (Arginyl-tRNA synthetase) (ArgRS)	RARS2 RARSL	Homo sapiens (Human)	578
57057	Q9UMR3	TBX20_HUMAN	reviewed	T-box transcription factor TBX20 (T-box protein 20)	TBX20	Homo sapiens (Human)	447
57082	Q8NG31	KNL1_HUMAN	reviewed	Kinetochore scaffold 1 (ALL1-fused gene from chromosome 15q14 protein) (AF15q14) (Bub-linking kinetochore protein) (Blinkin) (Cancer susceptibility candidate gene 5 protein) (Cancer/testis antigen 29) (CT29) (Kinetochore-null protein 1) (Protein CASC5) (Protein D40/AF15q14)	KNL1 CASC5 KIAA1570	Homo sapiens (Human)	2342
57094	Q8N4T0	CBPA6_HUMAN	reviewed	Carboxypeptidase A6 (EC 3.4.17.-)	CPA6 CPAH	Homo sapiens (Human)	437
57096	Q96KN7	RPGR1_HUMAN	reviewed	X-linked retinitis pigmentosa GTPase regulator-interacting protein 1 (RPGR-interacting protein 1)	RPGRIP1	Homo sapiens (Human)	1286
57107	Q86YH6	DLP1_HUMAN	reviewed	All trans-polyprenyl-diphosphate synthase PDSS2 (All-trans-decaprenyl-diphosphate synthase subunit 2) (EC 2.5.1.91) (Candidate tumor suppressor protein) (Decaprenyl pyrophosphate synthase subunit 2) (Decaprenyl-diphosphate synthase subunit 2) (Solanesyl-diphosphate synthase subunit 2)	PDSS2 C6orf210 DLP1	Homo sapiens (Human)	399
57120	Q9HD26	GOPC_HUMAN	reviewed	Golgi-associated PDZ and coiled-coil motif-containing protein (CFTR-associated ligand) (Fused in glioblastoma) (PDZ protein interacting specifically with TC10) (PIST)	GOPC CAL FIG	Homo sapiens (Human)	462
57148	Q86X10	RLGPB_HUMAN	reviewed	Ral GTPase-activating protein subunit beta (p170)	RALGAPB KIAA1219	Homo sapiens (Human)	1494
57152	P55000	SLUR1_HUMAN	reviewed	Secreted Ly-6/uPAR-related protein 1 (SLURP-1) (ARS component B) (ARS(component B)-81/S) (Anti-neoplastic urinary protein) (ANUP)	SLURP1 ARS	Homo sapiens (Human)	103
57167	Q9UJQ4	SALL4_HUMAN	reviewed	Sal-like protein 4 (Zinc finger protein 797) (Zinc finger protein SALL4)	SALL4 ZNF797	Homo sapiens (Human)	1053
57194	O60312	AT10A_HUMAN	reviewed	Phospholipid-transporting ATPase VA (EC 7.6.2.1) (ATPase class V type 10A) (Aminophospholipid translocase VA) (P4-ATPase flippase complex alpha subunit ATP10A)	ATP10A ATP10C ATPVA ATPVC KIAA0566	Homo sapiens (Human)	1499
57217	Q9ULT0	TTC7A_HUMAN	reviewed	Tetratricopeptide repeat protein 7A (TPR repeat protein 7A)	TTC7A KIAA1140 TTC7	Homo sapiens (Human)	858
5723	P78330	SERB_HUMAN	reviewed	Phosphoserine phosphatase (PSP) (PSPase) (EC 3.1.3.3) (L-3-phosphoserine phosphatase) (O-phosphoserine phosphohydrolase)	PSPH	Homo sapiens (Human)	225
5727	Q13635	PTC1_HUMAN	reviewed	Protein patched homolog 1 (PTC) (PTC1)	PTCH1 PTCH	Homo sapiens (Human)	1447
5728	P60484	PTEN_HUMAN	reviewed	Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN (EC 3.1.3.16) (EC 3.1.3.48) (EC 3.1.3.67) (Mutated in multiple advanced cancers 1) (Phosphatase and tensin homolog)	PTEN MMAC1 TEP1	Homo sapiens (Human)	403
57282	Q6U841	S4A10_HUMAN	reviewed	Sodium-driven chloride bicarbonate exchanger (Solute carrier family 4 member 10)	SLC4A10 NBCN2 NCBE	Homo sapiens (Human)	1118
57379	Q9GZX7	AICDA_HUMAN	reviewed	Single-stranded DNA cytosine deaminase (EC 3.5.4.38) (Activation-induced cytidine deaminase) (AID) (Cytidine aminohydrolase)	AICDA AID	Homo sapiens (Human)	198
5744	P12272	PTHR_HUMAN	reviewed	Parathyroid hormone-related protein (PTH-rP) (PTHrP) (Parathyroid hormone-like protein) (PLP) [Cleaved into: PTHrP[1-36]; PTHrP[38-94]; Osteostatin (PTHrP[107-139])]	PTHLH PTHRP	Homo sapiens (Human)	177
57449	O94827	PKHG5_HUMAN	reviewed	Pleckstrin homology domain-containing family G member 5 (PH domain-containing family G member 5) (Guanine nucleotide exchange factor 720) (GEF720)	PLEKHG5 KIAA0720	Homo sapiens (Human)	1006
57459	Q8WXI9	P66B_HUMAN	reviewed	Transcriptional repressor p66-beta (GATA zinc finger domain-containing protein 2B) (p66/p68)	GATAD2B KIAA1150	Homo sapiens (Human)	593
57477	Q9ULL8	SHRM4_HUMAN	reviewed	Protein Shroom4 (Second homolog of apical protein)	SHROOM4 KIAA1202 SHAP	Homo sapiens (Human)	1493
57492	Q8NFD5	ARI1B_HUMAN	reviewed	AT-rich interactive domain-containing protein 1B (ARID domain-containing protein 1B) (BRG1-associated factor 250b) (BAF250B) (BRG1-binding protein hELD/OSA1) (Osa homolog 2) (hOsa2) (p250R)	ARID1B BAF250B DAN15 KIAA1235 OSA2	Homo sapiens (Human)	2236
57505	Q5JTZ9	SYAM_HUMAN	reviewed	Alanine--tRNA ligase, mitochondrial (EC 6.1.1.7) (Alanyl-tRNA synthetase) (AlaRS)	AARS2 AARSL KIAA1270	Homo sapiens (Human)	985
57514	Q2M1Z3	RHG31_HUMAN	reviewed	Rho GTPase-activating protein 31 (Cdc42 GTPase-activating protein)	ARHGAP31 CDGAP KIAA1204	Homo sapiens (Human)	1444
57526	Q8TAB3	PCD19_HUMAN	reviewed	Protocadherin-19	PCDH19 KIAA1313	Homo sapiens (Human)	1148
5753	Q13882	PTK6_HUMAN	reviewed	Protein-tyrosine kinase 6 (EC 2.7.10.2) (Breast tumor kinase) (Tyrosine-protein kinase BRK)	PTK6 BRK	Homo sapiens (Human)	451
57539	Q9P2L0	WDR35_HUMAN	reviewed	WD repeat-containing protein 35 (Intraflagellar transport protein 121 homolog)	WDR35 IFT121 KIAA1336	Homo sapiens (Human)	1181
57545	Q9P2K1	C2D2A_HUMAN	reviewed	Coiled-coil and C2 domain-containing protein 2A	CC2D2A KIAA1345	Homo sapiens (Human)	1620
57591	Q969V6	MRTFA_HUMAN	reviewed	Myocardin-related transcription factor A (MRTF-A) (MKL/myocardin-like protein 1) (Megakaryoblastic leukemia 1 protein) (Megakaryocytic acute leukemia protein)	MRTFA KIAA1438 MAL MKL1	Homo sapiens (Human)	931
57654	Q2YD98	UVSSA_HUMAN	reviewed	UV-stimulated scaffold protein A	UVSSA KIAA1530	Homo sapiens (Human)	709
57674	Q63HN8	RN213_HUMAN	reviewed	E3 ubiquitin-protein ligase RNF213 (EC 2.3.2.27) (EC 3.6.4.-) (ALK lymphoma oligomerization partner on chromosome 17) (Mysterin) (RING finger protein 213) (RING-type E3 ubiquitin transferase RNF213)	RNF213 ALO17 C17orf27 KIAA1554 KIAA1618 MYSTR	Homo sapiens (Human)	5207
57679	Q96Q42	ALS2_HUMAN	reviewed	Alsin (Amyotrophic lateral sclerosis 2 chromosomal region candidate gene 6 protein) (Amyotrophic lateral sclerosis 2 protein)	ALS2 ALS2CR6 KIAA1563	Homo sapiens (Human)	1657
57680	Q9HCK8	CHD8_HUMAN	reviewed	Chromodomain-helicase-DNA-binding protein 8 (CHD-8) (EC 3.6.4.12) (ATP-dependent helicase CHD8) (Helicase with SNF2 domain 1)	CHD8 HELSNF1 KIAA1564	Homo sapiens (Human)	2581
57704	Q9HCG7	GBA2_HUMAN	reviewed	Non-lysosomal glucosylceramidase (NLGase) (EC 3.2.1.45) (Beta-glucocerebrosidase 2) (Beta-glucosidase 2) (Bile acid beta-glucosidase GBA2) (Bile acid glucosyl transferase GBA2) (Cholesterol glucosyltransferase GBA2) (EC 2.4.1.-) (Cholesteryl-beta-glucosidase GBA2) (EC 3.2.1.-) (Glucosylceramidase 2)	GBA2 KIAA1605 SPG46 AD035	Homo sapiens (Human)	927
57798	Q8WUU5	GATD1_HUMAN	reviewed	GATA zinc finger domain-containing protein 1 (Ocular development-associated gene protein)	GATAD1 ODAG	Homo sapiens (Human)	269
5781	Q06124	PTN11_HUMAN	reviewed	Tyrosine-protein phosphatase non-receptor type 11 (EC 3.1.3.48) (Protein-tyrosine phosphatase 1D) (PTP-1D) (Protein-tyrosine phosphatase 2C) (PTP-2C) (SH-PTP2) (SHP-2) (Shp2) (SH-PTP3)	PTPN11 PTP2C SHPTP2	Homo sapiens (Human)	593
57820	Q9NPC3	CIP1_HUMAN	reviewed	E3 ubiquitin-protein ligase CCNB1IP1 (EC 2.3.2.27) (Cyclin-B1-interacting protein 1) (Human enhancer of invasion 10) (RING-type E3 ubiquitin transferase CCNB1IP1)	CCNB1IP1 C14orf18 HEI10	Homo sapiens (Human)	277
5783	Q12923	PTN13_HUMAN	reviewed	Tyrosine-protein phosphatase non-receptor type 13 (EC 3.1.3.48) (Fas-associated protein-tyrosine phosphatase 1) (FAP-1) (PTP-BAS) (Protein-tyrosine phosphatase 1E) (PTP-E1) (hPTPE1) (Protein-tyrosine phosphatase PTPL1)	PTPN13 PNP1 PTP1E PTPL1	Homo sapiens (Human)	2485
5787	P23467	PTPRB_HUMAN	reviewed	Receptor-type tyrosine-protein phosphatase beta (Protein-tyrosine phosphatase beta) (R-PTP-beta) (EC 3.1.3.48) (Vascular endothelial protein tyrosine phosphatase) (VE-PTP)	PTPRB PTPB	Homo sapiens (Human)	1997
5788	P08575	PTPRC_HUMAN	reviewed	Receptor-type tyrosine-protein phosphatase C (EC 3.1.3.48) (Leukocyte common antigen) (L-CA) (T200) (CD antigen CD45)	PTPRC CD45	Homo sapiens (Human)	1306
579	P78367	NKX32_HUMAN	reviewed	Homeobox protein Nkx-3.2 (Bagpipe homeobox protein homolog 1) (Homeobox protein NK-3 homolog B)	NKX3-2 BAPX1 NKX3B	Homo sapiens (Human)	333
5796	Q15262	PTPRK_HUMAN	reviewed	Receptor-type tyrosine-protein phosphatase kappa (Protein-tyrosine phosphatase kappa) (R-PTP-kappa) (EC 3.1.3.48)	PTPRK PTPK	Homo sapiens (Human)	1439
580	Q99728	BARD1_HUMAN	reviewed	BRCA1-associated RING domain protein 1 (BARD-1) (EC 2.3.2.27) (RING-type E3 ubiquitin transferase BARD1)	BARD1	Homo sapiens (Human)	777
5805	Q03393	PTPS_HUMAN	reviewed	6-pyruvoyl tetrahydrobiopterin synthase (PTP synthase) (PTPS) (EC 4.2.3.12)	PTS	Homo sapiens (Human)	145
581	Q07812	BAX_HUMAN	reviewed	Apoptosis regulator BAX (Bcl-2-like protein 4) (Bcl2-L-4)	BAX BCL2L4	Homo sapiens (Human)	192
5813	Q00577	PURA_HUMAN	reviewed	Transcriptional activator protein Pur-alpha (Purine-rich single-stranded DNA-binding protein alpha)	PURA PUR1	Homo sapiens (Human)	322
5831	P32322	P5CR1_HUMAN	reviewed	Pyrroline-5-carboxylate reductase 1, mitochondrial (P5C reductase 1) (P5CR 1) (EC 1.5.1.2)	PYCR1	Homo sapiens (Human)	319
58499	Q96JM2	ZN462_HUMAN	reviewed	Zinc finger protein 462 (Zinc finger PBX1-interacting protein) (ZFPIP)	ZNF462 KIAA1803	Homo sapiens (Human)	2506
58508	Q8NEZ4	KMT2C_HUMAN	reviewed	Histone-lysine N-methyltransferase 2C (Lysine N-methyltransferase 2C) (EC 2.1.1.354) (Homologous to ALR protein) (Myeloid/lymphoid or mixed-lineage leukemia protein 3)	KMT2C HALR KIAA1506 MLL3	Homo sapiens (Human)	4911
5860	P09417	DHPR_HUMAN	reviewed	Dihydropteridine reductase (EC 1.5.1.34) (HDHPR) (Quinoid dihydropteridine reductase) (Short chain dehydrogenase/reductase family 33C member 1)	QDPR DHPR SDR33C1	Homo sapiens (Human)	244
5873	P51159	RB27A_HUMAN	reviewed	Ras-related protein Rab-27A (Rab-27) (EC 3.6.5.2) (GTP-binding protein Ram)	RAB27A RAB27	Homo sapiens (Human)	221
5879	P63000	RAC1_HUMAN	reviewed	Ras-related C3 botulinum toxin substrate 1 (EC 3.6.5.2) (Cell migration-inducing gene 5 protein) (Ras-like protein TC25) (p21-Rac1)	RAC1 TC25 MIG5	Homo sapiens (Human)	192
5885	O60216	RAD21_HUMAN	reviewed	Double-strand-break repair protein rad21 homolog (hHR21) (Nuclear matrix protein 1) (NXP-1) (SCC1 homolog) [Cleaved into: 64-kDa C-terminal product (64-kDa carboxy-terminal product) (65-kDa carboxy-terminal product)]	RAD21 HR21 KIAA0078 NXP1 SCC1	Homo sapiens (Human)	631
5889	O43502	RA51C_HUMAN	reviewed	DNA repair protein RAD51 homolog 3 (R51H3) (RAD51 homolog C) (RAD51-like protein 2)	RAD51C RAD51L2	Homo sapiens (Human)	376
5890	O15315	RA51B_HUMAN	reviewed	DNA repair protein RAD51 homolog 2 (R51H2) (RAD51 homolog B) (Rad51B) (RAD51-like protein 1)	RAD51B RAD51L1 REC2	Homo sapiens (Human)	384
5892	O75771	RA51D_HUMAN	reviewed	DNA repair protein RAD51 homolog 4 (R51H3) (RAD51 homolog D) (RAD51-like protein 3) (TRAD)	RAD51D RAD51L3	Homo sapiens (Human)	328
5894	P04049	RAF1_HUMAN	reviewed	RAF proto-oncogene serine/threonine-protein kinase (EC 2.7.11.1) (Proto-oncogene c-RAF) (cRaf) (Raf-1)	RAF1 RAF	Homo sapiens (Human)	648
5896	P15918	RAG1_HUMAN	reviewed	V(D)J recombination-activating protein 1 (RAG-1) (RING finger protein 74) [Includes: Endonuclease RAG1 (EC 3.1.-.-); E3 ubiquitin-protein ligase RAG1 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase RAG1)]	RAG1 RNF74	Homo sapiens (Human)	1043
5897	P55895	RAG2_HUMAN	reviewed	V(D)J recombination-activating protein 2 (RAG-2)	RAG2	Homo sapiens (Human)	527
59	P62736	ACTA_HUMAN	reviewed	Actin, aortic smooth muscle (Alpha-actin-2) (Cell growth-inhibiting gene 46 protein) [Cleaved into: Actin, aortic smooth muscle, intermediate form]	ACTA2 ACTSA ACTVS GIG46	Homo sapiens (Human)	377
590	P06276	CHLE_HUMAN	reviewed	Cholinesterase (EC 3.1.1.8) (Acylcholine acylhydrolase) (Butyrylcholine esterase) (Choline esterase II) (Pseudocholinesterase)	BCHE CHE1	Homo sapiens (Human)	602
5903	P49792	RBP2_HUMAN	reviewed	E3 SUMO-protein ligase RanBP2 (EC 2.3.2.-) (358 kDa nucleoporin) (Nuclear pore complex protein Nup358) (Nucleoporin Nup358) (Ran-binding protein 2) (RanBP2) (p270)	RANBP2 NUP358	Homo sapiens (Human)	3224
5910	P52306	GDS1_HUMAN	reviewed	Rap1 GTPase-GDP dissociation stimulator 1 (Exchange factor smgGDS) (SMG GDS protein) (SMG P21 stimulatory GDP/GTP exchange protein)	RAP1GDS1	Homo sapiens (Human)	607
5914	P10276	RARA_HUMAN	reviewed	Retinoic acid receptor alpha (RAR-alpha) (Nuclear receptor subfamily 1 group B member 1)	RARA NR1B1	Homo sapiens (Human)	462
5921	P20936	RASA1_HUMAN	reviewed	Ras GTPase-activating protein 1 (GAP) (GTPase-activating protein) (RasGAP) (Ras p21 protein activator) (p120GAP)	RASA1 GAP RASA	Homo sapiens (Human)	1047
5925	P06400	RB_HUMAN	reviewed	Retinoblastoma-associated protein (p105-Rb) (p110-RB1) (pRb) (Rb) (pp110)	RB1	Homo sapiens (Human)	928
59269	Q5T1R4	ZEP3_HUMAN	reviewed	Transcription factor HIVEP3 (Human immunodeficiency virus type I enhancer-binding protein 3) (Kappa-B and V(D)J recombination signal sequences-binding protein) (Kappa-binding protein 1) (KBP-1) (Zinc finger protein ZAS3)	HIVEP3 KBP1 KIAA1555 KRC ZAS3	Homo sapiens (Human)	2406
5927	P29375	KDM5A_HUMAN	reviewed	Lysine-specific demethylase 5A (EC 1.14.11.67) (Histone demethylase JARID1A) (Jumonji/ARID domain-containing protein 1A) (Retinoblastoma-binding protein 2) (RBBP-2) ([histone H3]-trimethyl-L-lysine(4) demethylase 5A)	KDM5A JARID1A RBBP2 RBP2	Homo sapiens (Human)	1690
5932	Q99708	CTIP_HUMAN	reviewed	DNA endonuclease RBBP8 (EC 3.1.-.-) (CtBP-interacting protein) (CtIP) (Retinoblastoma-binding protein 8) (RBBP-8) (Retinoblastoma-interacting protein and myosin-like) (RIM) (Sporulation in the absence of SPO11 protein 2 homolog) (SAE2)	RBBP8 CTIP	Homo sapiens (Human)	897
594	P21953	ODBB_HUMAN	reviewed	2-oxoisovalerate dehydrogenase subunit beta, mitochondrial (EC 1.2.4.4) (Branched-chain alpha-keto acid dehydrogenase E1 component beta chain) (BCKDE1B) (BCKDH E1-beta)	BCKDHB	Homo sapiens (Human)	392
5949	P10745	RET3_HUMAN	reviewed	Retinol-binding protein 3 (Interphotoreceptor retinoid-binding protein) (IRBP) (Interstitial retinol-binding protein)	RBP3	Homo sapiens (Human)	1247
595	P24385	CCND1_HUMAN	reviewed	G1/S-specific cyclin-D1 (B-cell lymphoma 1 protein) (BCL-1) (BCL-1 oncogene) (PRAD1 oncogene)	CCND1 BCL1 PRAD1	Homo sapiens (Human)	295
596	P10415	BCL2_HUMAN	reviewed	Apoptosis regulator Bcl-2	BCL2	Homo sapiens (Human)	239
5962	P35241	RADI_HUMAN	reviewed	Radixin	RDX	Homo sapiens (Human)	583
5966	Q04864	REL_HUMAN	reviewed	Proto-oncogene c-Rel	REL	Homo sapiens (Human)	619
5979	P07949	RET_HUMAN	reviewed	Proto-oncogene tyrosine-protein kinase receptor Ret (EC 2.7.10.1) (Cadherin family member 12) (Proto-oncogene c-Ret) [Cleaved into: Soluble RET kinase fragment; Extracellular cell-membrane anchored RET cadherin 120 kDa fragment]	RET CDHF12 CDHR16 PTC RET51	Homo sapiens (Human)	1114
5987	P14373	TRI27_HUMAN	reviewed	Zinc finger protein RFP (EC 2.3.2.27) (RING finger protein 76) (RING-type E3 ubiquitin transferase TRIM27) (Ret finger protein) (Tripartite motif-containing protein 27)	TRIM27 RFP RNF76	Homo sapiens (Human)	513
60	P60709	ACTB_HUMAN	reviewed	Actin, cytoplasmic 1 (Beta-actin) [Cleaved into: Actin, cytoplasmic 1, N-terminally processed]	ACTB	Homo sapiens (Human)	375
602	P20749	BCL3_HUMAN	reviewed	B-cell lymphoma 3 protein (BCL-3) (Proto-oncogene BCL3)	BCL3 BCL4 D19S37	Homo sapiens (Human)	454
60386	Q9HC21	TPC_HUMAN	reviewed	Mitochondrial thiamine pyrophosphate carrier (Mitochondrial uncoupling protein 1) (Solute carrier family 25 member 19)	SLC25A19 DNC MUP1	Homo sapiens (Human)	320
604	P41182	BCL6_HUMAN	reviewed	B-cell lymphoma 6 protein (BCL-6) (B-cell lymphoma 5 protein) (BCL-5) (Protein LAZ-3) (Zinc finger and BTB domain-containing protein 27) (Zinc finger protein 51)	BCL6 BCL5 LAZ3 ZBTB27 ZNF51	Homo sapiens (Human)	706
60495	Q8WWQ2	HPSE2_HUMAN	reviewed	Inactive heparanase-2 (Hpa2)	HPSE2 HPA2	Homo sapiens (Human)	592
605	Q4VC05	BCL7A_HUMAN	reviewed	B-cell CLL/lymphoma 7 protein family member A	BCL7A	Homo sapiens (Human)	210
60506	Q9GZU5	NYX_HUMAN	reviewed	Nyctalopin	NYX CLRP	Homo sapiens (Human)	481
60529	Q9H161	ALX4_HUMAN	reviewed	Homeobox protein aristaless-like 4	ALX4 KIAA1788	Homo sapiens (Human)	411
607	O00512	BCL9_HUMAN	reviewed	B-cell CLL/lymphoma 9 protein (B-cell lymphoma 9 protein) (Bcl-9) (Protein legless homolog)	BCL9	Homo sapiens (Human)	1426
