yourlist:M202111026320BA52A5CE8FCD097CB85A53697A35277F3CK	Entry	Entry name	Status	Protein names	Gene names	Organism	Length
YLR057W	Q12205	MNL2_YEAST	reviewed	Putative endoplasmic reticulum mannosidase MNL2 (EC 3.2.1.-) (Mannosidase-like protein 2)	MNL2 YLR057W L2153	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	849
YLR059C	P54964	ORN_YEAST	reviewed	Oligoribonuclease, mitochondrial (EC 3.1.-.-)	REX2 YNT20 YLR059C L2159	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	269
YLR060W	P15624	SYFB_YEAST	reviewed	Phenylalanine--tRNA ligase beta subunit (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase beta subunit) (PheRS)	FRS1 YLR060W L2165	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	595
YLR061W	P05749	RL22A_YEAST	reviewed	60S ribosomal protein L22-A (L1c) (Large ribosomal subunit protein eL22-A) (RP4) (YL31)	RPL22A YLR061W L2168	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	121
YLR071C	P19263	MED14_YEAST	reviewed	Mediator of RNA polymerase II transcription subunit 14 (Glucose repression regulatory protein 1) (Mediator complex subunit 14)	RGR1 MED14 YLR071C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1082
YLR081W	P13181	GAL2_YEAST	reviewed	Galactose transporter (Galactose permease)	GAL2 IMP1 YLR081W L9449.6	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	574
YLR097C	Q12347	HRT3_YEAST	reviewed	F-box protein HRT3 (High level expression reduces Ty3 transposition protein 3)	HRT3 YLR097C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	344
YLR102C	Q12107	APC9_YEAST	reviewed	Anaphase-promoting complex subunit 9	APC9 YLR102C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	265
YLR114C	Q12500	AVL9_YEAST	reviewed	Late secretory pathway protein AVL9 (APL2 VPS1 synthetic lethal protein 9)	AVL9 YLR114C L2941	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	764
YLR115W	Q12102	CFT2_YEAST	reviewed	Cleavage factor two protein 2 (105 kDa protein associated with polyadenylation factor I)	CFT2 YDH1 YLR115W L2946	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	859
YLR116W	Q12186	BBP_YEAST	reviewed	Branchpoint-bridging protein (Mud synthetic-lethal 5 protein) (Splicing factor 1) (Zinc finger protein BBP)	MSL5 BBP SF1 YLR116W L2949	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	476
YLR117C	Q12309	CLF1_YEAST	reviewed	Pre-mRNA-splicing factor CLF1 (Crooked neck-like factor 1) (PRP19-associated complex protein 77) (Synthetic lethal with CDC40 protein 3)	CLF1 NTC77 SYF3 YLR117C L2952	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	687
YLR132C	Q12208	USB1_YEAST	reviewed	U6 snRNA phosphodiesterase (EC 3.1.4.-) (U six biogenesis protein 1)	USB1 YLR132C L3127	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	290
YLR135W	Q12098	SLX4_YEAST	reviewed	Structure-specific endonuclease subunit SLX4 (Synthetic lethal of unknown function protein 4)	SLX4 YLR135W L3140	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	748
YLR152C	P54072	YL152_YEAST	reviewed	Uncharacterized transporter YLR152C	YLR152C L9634.9	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	576
YLR167W	P05759	RS31_YEAST	reviewed	Ubiquitin-40S ribosomal protein S31 [Cleaved into: Ubiquitin; 40S ribosomal protein S31 (CEP76) (S37) (Small ribosomal subunit protein eS31) (YS24)]	RPS31 RPS37 UBI3 YLR167W L9470.14	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	152
YLR176C	P48743	RFX1_YEAST	reviewed	RFX-like DNA-binding protein RFX1	RFX1 CRT1 YLR176C L9470.18	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	811
YLR182W	P09959	SWI6_YEAST	reviewed	Regulatory protein SWI6 (Cell-cycle box factor subunit SWI6) (MBF subunit P90) (Trans-acting activator of HO endonuclease gene)	SWI6 YLR182W L9470.8	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	803
YLR185W	P49166	RL37A_YEAST	reviewed	60S ribosomal protein L37-A (L43) (Large ribosomal subunit protein eL37-A) (YL35) (YP55)	RPL37A RPL35A YLR185W L9470.6	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	88
YLR191W	P80667	PEX13_YEAST	reviewed	Peroxisomal membrane protein PAS20 (Peroxin-13)	PEX13 PAS20 YLR191W L9470.1	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	386
YLR196W	P21304	PWP1_YEAST	reviewed	Periodic tryptophan protein 1	PWP1 YLR196W L8167.10	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	576
YLR197W	Q12460	NOP56_YEAST	reviewed	Nucleolar protein 56 (Ribosome biosynthesis protein SIK1) (Suppressor of I kappa b protein 1)	NOP56 SIK1 YLR197W L8167.9	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	504
YLR202C	O13531	YL202_YEAST	reviewed	Putative uncharacterized protein YLR202C	YLR202C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	108
YLR206W	Q05785	ENT2_YEAST	reviewed	Epsin-2	ENT2 YLR206W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	613
YLR207W	Q05787	HRD3_YEAST	reviewed	ERAD-associated E3 ubiquitin-protein ligase component HRD3 (HMG-CoA reductase degradation protein 3)	HRD3 YLR207W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	833
YLR210W	P24871	CG24_YEAST	reviewed	G2/mitotic-specific cyclin-4	CLB4 YLR210W L8167.3	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	460
YLR220W	P47818	CCC1_YEAST	reviewed	Protein CCC1 (Cross-complementer of CSG1 protein 1)	CCC1 YLR220W L8083.6	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	322
YLR222C	Q05946	UTP13_YEAST	reviewed	U3 small nucleolar RNA-associated protein 13 (U3 snoRNA-associated protein 13) (U three protein 13)	UTP13 YLR222C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	817
YLR227C	Q05955	ADY4_YEAST	reviewed	Accumulates dyads protein 4	ADY4 YLR227C L8083.11	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	493
YLR228C	Q05958	ECM22_YEAST	reviewed	Sterol regulatory element-binding protein ECM22 (Extracellular mutant protein 22)	ECM22 YLR228C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	814
YLR241W	Q06538	CSC1_YEAST	reviewed	Calcium permeable stress-gated cation channel 1 (ScCSC1)	CSC1 YLR241W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	782
YLR243W	Q06543	GPN3_YEAST	reviewed	GPN-loop GTPase 3 (EC 3.6.5.-)	GPN3 YLR243W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	272
YLR249W	P16521	EF3A_YEAST	reviewed	Elongation factor 3A (EF-3) (EF-3A) (EC 3.6.4.-) (Eukaryotic elongation factor 3) (eEF3) (Translation elongation factor 3A) (Yeast elongation factor 3)	YEF3 EFC1 TEF3 YEF3A YLR249W L9672.5	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1044
YLR263W	P14291	RED1_YEAST	reviewed	Protein RED1 (Reductional division protein 1)	RED1 YLR263W L8479.6	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	827
YLR273C	Q06216	PIG1_YEAST	reviewed	Serine/threonine-protein phosphatase 1 regulatory subunit PIG1	PIG1 YLR273C L9328.2	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	648
YLR275W	Q06217	SMD2_YEAST	reviewed	Small nuclear ribonucleoprotein Sm D2 (Sm-D2) (snRNP core protein D2)	SMD2 YLR275W L9328.5	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	110
YLR277C	Q06224	YSH1_YEAST	reviewed	Endoribonuclease YSH1 (EC 3.1.27.-) (Yeast 73 kDa homolog 1) (mRNA 3'-end-processing protein YSH1)	YSH1 BRR5 YLR277C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	779
YLR286C	P29029	CHIT_YEAST	reviewed	Endochitinase (EC 3.2.1.14) (Soluble cell wall protein 2)	CTS1 SCW2 YLR286C L8003.13	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	562
YLR287C-A	P0CX33	RS30A_YEAST	reviewed	40S ribosomal protein S30-A (Small ribosomal subunit protein eS30-A)	RPS30A YLR287C-A L8003.23 YLR287BC	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	63
YLR287C-A	P0CX34	RS30B_YEAST	reviewed	40S ribosomal protein S30-B (Small ribosomal subunit protein eS30-B)	RPS30B YOR182C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	63
YLR293C	P32835	GSP1_YEAST	reviewed	GTP-binding nuclear protein GSP1/CNR1 (Chromosome stability protein 17) (GTPase Ran homolog) (Genetic suppressor of PRP20-1)	GSP1 CNR1 CST17 YLR293C L8003.19	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	219
YLR305C	P37297	STT4_YEAST	reviewed	Phosphatidylinositol 4-kinase STT4 (PI4-kinase) (PtdIns-4-kinase) (EC 2.7.1.67)	STT4 YLR305C L2142.4	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1900
YLR311C	Q06158	YL311_YEAST	reviewed	Putative uncharacterized membrane protein YLR311C	YLR311C L8543.10	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	115
YLR352W	Q06479	YL352_YEAST	reviewed	F-box protein YLR352W	YLR352W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	807
YLR353W	P41698	BUD8_YEAST	reviewed	Bud site selection protein 8	BUD8 YLR353W L9638.3	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	603
YLR366W	Q7LIF1	YL366_YEAST	reviewed	Putative uncharacterized protein YLR366W	YLR366W L8039.7	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	101
YLR368W	Q05930	MDM30_YEAST	reviewed	Mitochondrial distribution and morphology protein 30	MDM30 YLR368W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	598
YLR372W	P40319	ELO3_YEAST	reviewed	Elongation of fatty acids protein 3 (EC 2.3.1.199) (3-keto acyl-CoA synthase ELO3) (Affecting plasma membrane ATPase activity protein 1) (Suppressor of RAD3 essential function protein 1) (Suppressor of Rvs161 and Rvs167 mutations protein 4) (Very-long-chain 3-oxoacyl-CoA synthase 3) (v-SNARE bypass mutant gene 1 protein)	ELO3 APA1 SRE1 SUR4 VBM1 YLR372W L8039.2	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	345
YLR375W	Q05937	STP3_YEAST	reviewed	Zinc finger protein STP3	STP3 YLR375W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	343
YLR380W	Q06705	CSR1_YEAST	reviewed	Phosphatidylinositol transfer protein CSR1 (CHS5 SPA2 rescue protein 1) (SEC14 homolog protein 2)	CSR1 SFH2 YLR380W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	408
YLR388W	P41057	RS29A_YEAST	reviewed	40S ribosomal protein S29-A (S36) (Small ribosomal subunit protein uS14-A) (YS29)	RPS29A RPS36A YS29A YLR388W L8084.11	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	56
YLR389C	Q06010	STE23_YEAST	reviewed	A-factor-processing enzyme (EC 3.4.24.-) (Insulin-degrading enzyme homolog)	STE23 YLR389C L8084.12	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1027
YLR403W	P32432	SFP1_YEAST	reviewed	Transcription factor SFP1 (Split finger protein 1)	SFP1 YLR403W L8084.4	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	683
YLR414C	Q06991	PUN1_YEAST	reviewed	Protein PUN1 (Plasma membrane protein up-regulated during nitrogen stress 1)	PUN1 YLR414C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	263
YLR417W	Q06696	VPS36_YEAST	reviewed	Vacuolar protein-sorting-associated protein 36 (ESCRT-II complex subunit VPS36)	VPS36 GRD12 VAC3 VPL11 YLR417W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	566
YLR418C	Q06697	CDC73_YEAST	reviewed	Cell division control protein 73 (RNA polymerase-associated protein CDC73)	CDC73 YLR418C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	393
YLR435W	Q06672	TSR2_YEAST	reviewed	Pre-rRNA-processing protein TSR2 (20S rRNA accumulation protein 2)	TSR2 YLR435W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	205
YLR436C	Q06673	ECM30_YEAST	reviewed	Protein ECM30 (Extracellular mutant protein 30)	ECM30 YLR436C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1274
YLR441C	P33442	RS3A1_YEAST	reviewed	40S ribosomal protein S1-A (RP10A) (Small ribosomal subunit protein eS1-A)	RPS1A PLC1 RPS10A YLR441C L9753.9	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	255
YLR448W	P05739	RL6B_YEAST	reviewed	60S ribosomal protein L6-B (L17) (Large ribosomal subunit protein eL6-B) (RP18) (YL16)	RPL6B RPL16B RPL17B YL16B YLR448W L9324.4	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	176
YLR453C	Q06208	RIF2_YEAST	reviewed	Protein RIF2 (RAP1-interacting factor 2)	RIF2 YLR453C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	395
YML007W	P19880	AP1_YEAST	reviewed	AP-1-like transcription factor YAP1 (Phenanthroline resistance protein PAR1) (Pleiotropic drug resistance protein PDR4)	YAP1 PAR1 PDR4 SNQ3 YML007W YM9571.12	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	650
YML008C	P25087	ERG6_YEAST	reviewed	Sterol 24-C-methyltransferase (EC 2.1.1.41) (Delta(24)-sterol C-methyltransferase)	ERG6 ISE1 LIS1 SED6 YML008C YM9571.10C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	383
YML010W	P27692	SPT5_YEAST	reviewed	Transcription elongation factor SPT5 (Chromatin elongation factor SPT5)	SPT5 YML010W YM9571.08	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1063
YML016C	P26570	PPZ1_YEAST	reviewed	Serine/threonine-protein phosphatase PP-Z1 (EC 3.1.3.16)	PPZ1 YML016C YM9571.02C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	692
YML024W	P02407	RS17A_YEAST	reviewed	40S ribosomal protein S17-A (RP51A) (Small ribosomal subunit protein eS17-A)	RPS17A RP51A YML024W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	136
YML027W	P34161	YOX1_YEAST	reviewed	Homeobox protein YOX1	YOX1 YML027W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	385
YML030W	Q03713	RCF1_YEAST	reviewed	Respiratory supercomplex factor 1, mitochondrial (Altered inheritance of mitochondria protein 31)	RCF1 AIM31 YML030W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	159
YML031W	P32500	NDC1_YEAST	reviewed	Nucleoporin NDC1 (Nuclear division cycle protein 1) (Nuclear pore protein NDC1)	NDC1 YML031W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	655
YML032C	P06778	RAD52_YEAST	reviewed	DNA repair and recombination protein RAD52	RAD52 YML032C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	471
YML042W	P32796	CACP_YEAST	reviewed	Carnitine O-acetyltransferase, mitochondrial (Carnitine acetylase) (EC 2.3.1.7)	CAT2 CAT YCAT YML042W YM8054.01	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	670
YML051W	P04387	GAL80_YEAST	reviewed	Galactose/lactose metabolism regulatory protein GAL80	GAL80 YML051W YM9827.01 YM9958.12	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	435
YML052W	P54003	SUR7_YEAST	reviewed	Protein SUR7	SUR7 YML052W YM9958.11	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	302
YML063W	P23248	RS3A2_YEAST	reviewed	40S ribosomal protein S1-B (RP10B) (Small ribosomal subunit protein eS1-B)	RPS1B PLC2 RPS10B YML063W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	255
YML068W	Q04638	ITT1_YEAST	reviewed	Translation termination inhibitor protein ITT1 (EC 2.3.2.31)	ITT1 YML068W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	464
YML073C	Q02326	RL6A_YEAST	reviewed	60S ribosomal protein L6-A (L17) (Large ribosomal subunit protein eL6-A) (RP18) (YL16)	RPL6A RPL17A YL16A YML073C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	176
YML082W	Q04533	METX_YEAST	reviewed	Putative cystathionine gamma-synthase YML082W (EC 2.5.1.48) (O-succinylhomoserine (thiol)-lyase)	YML082W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	649
YML084W	Q04521	YMI4_YEAST	reviewed	Putative uncharacterized protein YML084W	YML084W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	102
YML085C	P09733	TBA1_YEAST	reviewed	Tubulin alpha-1 chain	TUB1 YML085C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	447
YML086C	P54783	ALO_YEAST	reviewed	D-arabinono-1,4-lactone oxidase (ALO) (EC 1.1.3.37) (L-galactono-gamma-lactone oxidase)	ALO1 YML086C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	526
YML093W	Q04500	UTP14_YEAST	reviewed	U3 small nucleolar RNA-associated protein 14 (U3 snoRNA-associated protein 14) (U three protein 14)	UTP14 YML093W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	899
YML117W	Q03735	NAB6_YEAST	reviewed	RNA-binding protein NAB6 (Nucleic acid-binding protein 6)	NAB6 YML117W YM8339.02	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1134
YML122C	Q03207	YMM2_YEAST	reviewed	Uncharacterized protein YML122C	YML122C YM7056.04C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	126
YML128C	Q03104	MSC1_YEAST	reviewed	Meiotic sister chromatid recombination protein 1	MSC1 YML128C YM4987.07C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	513
YML130C	Q03103	ERO1_YEAST	reviewed	Endoplasmic oxidoreductin-1 (EC 1.8.4.-) (Endoplasmic reticulum oxidoreductase protein 1)	ERO1 YML130C YM4987.05C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	563
YMR001C	P32562	CDC5_YEAST	reviewed	Cell cycle serine/threonine-protein kinase CDC5/MSD2 (EC 2.7.11.21)	CDC5 MSD2 PKX2 YMR001C YM8270.03C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	705
YMR015C	P54781	ERG5_YEAST	reviewed	Cytochrome P450 61 (EC 1.14.19.41) (C-22 sterol desaturase)	ERG5 CYP61 YMR015C YM9711.02C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	538
YMR016C	P53438	SOK2_YEAST	reviewed	Protein SOK2	SOK2 YMR016C YM9711.03C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	785
YMR026C	Q04370	PEX12_YEAST	reviewed	Peroxisome assembly protein 12 (Peroxin-12)	PEX12 YMR026C YM9711.16C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	399
YMR032W	Q05080	CYK2_YEAST	reviewed	Cytokinesis protein 2 (Homolog of CDC15 protein 1)	HOF1 CYK2 YMR032W YM9973.05	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	669
YMR034C	Q05131	RCH1_YEAST	reviewed	Solute carrier RCH1 (Regulator of calcium homeostasis 1)	RCH1 YMR034C YM9973.08C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	434
YMR037C	P33748	MSN2_YEAST	reviewed	Zinc finger protein MSN2 (Multicopy suppressor of SNF1 protein 2)	MSN2 YMR037C YM9532.02C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	704
YMR052C-A	Q6B0Y6	YM052_YEAST	reviewed	Putative uncharacterized protein YMR052C-A	YMR052C-A	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	121
YMR061W	P25298	RNA14_YEAST	reviewed	mRNA 3'-end-processing protein RNA14	RNA14 YMR061W YM9796.14	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	677
YMR070W	P54785	MOT3_YEAST	reviewed	Transcriptional activator/repressor MOT3 (Hypoxic gene repressor protein 7) (Modulator of transcription protein 3)	MOT3 ROX7 YMR070W YM9916.09	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	490
YMR071C	Q04767	TVP18_YEAST	reviewed	Golgi apparatus membrane protein TVP18 (TLG2 compartment vesicle protein of 18 kDa)	TVP18 YMR071C YM9916.10C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	167
YMR072W	Q02486	ABF2_YEAST	reviewed	ARS-binding factor 2, mitochondrial	ABF2 HIM1 YMR072W YM9916.11	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	183
YMR073C	Q04772	IRC21_YEAST	reviewed	Increased recombination centers protein 21	IRC21 YMR073C YM9916.12C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	201
YMR074C	Q04773	YMW4_YEAST	reviewed	Uncharacterized protein YMR074C	YMR074C YM9916.13C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	145
YMR080C	P30771	NAM7_YEAST	reviewed	ATP-dependent helicase NAM7 (EC 3.6.4.-) (Nonsense-mediated mRNA decay protein 1) (Nuclear accommodation of mitochondria 7 protein) (Up-frameshift suppressor 1)	NAM7 IFS2 MOF4 UPF1 YMR080C YM9582.05C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	971
YMR083W	P07246	ADH3_YEAST	reviewed	Alcohol dehydrogenase 3, mitochondrial (EC 1.1.1.1) (Alcohol dehydrogenase III) (YADH-3)	ADH3 YMR083W YM9582.08	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	375
YMR086W	Q04279	SEG1_YEAST	reviewed	Eisosome protein SEG1 (Stability of eisosomes guaranteed protein 1)	SEG1 YMR086W YM9582.10	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	960
YMR091C	P32832	RSC7_YEAST	reviewed	Chromatin structure-remodeling complex subunit RSC7 (Nuclear protein localization protein 6) (Remodel the structure of chromatin complex subunit 7)	NPL6 RSC7 YMR091C YM9582.16C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	435
YMR093W	Q04305	UTP15_YEAST	reviewed	U3 small nucleolar RNA-associated protein 15 (U3 snoRNA-associated protein 15) (U three protein 15) (U3 protein 15 required for transcription) (t-UTP15)	UTP15 YMR093W YM9582.18	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	513
YMR111C	Q04461	EUC1_YEAST	reviewed	Transcription factor-like protein EUC1 (Enriches ubiquitin on chromatin protein 1)	EUC1 YMR111C YM9718.10C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	462
YMR142C	P40212	RL13B_YEAST	reviewed	60S ribosomal protein L13-B (Large ribosomal subunit protein eL13-B)	RPL13B RPL13 YMR142C YM9375.11C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	199
